"Дата операции";"Дата платежа";"Номер карты";"Статус";"Сумма операции";"Валюта операции";"Сумма платежа";"Валюта платежа";"Кэшбэк";"Категория";"MCC";"Описание";"Бонусы (включая кэшбэк)";"Округление на инвесткопилку";"Сумма операции с округлением"
"16.02.2026 10:50:20";"16.02.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4111";"МУП Метроэлектротранс";"0,00";"0,00";"-46,00"
"16.02.2026 09:45:22";"16.02.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"14.02.2026 23:10:49";"15.02.2026";"*5315";"OK";"-611,00";"RUB";"-611,00";"RUB";"";"Такси";"3990";"Яндекс Такси";"6,00";"0,00";"-611,00"
"14.02.2026 19:28:12";"14.02.2026";"*5315";"OK";"-1100,00";"RUB";"-1100,00";"RUB";"";"Развлечения";"7999";"Antikafe Baklazhan";"11,00";"0,00";"-1100,00"
"14.02.2026 18:53:07";"14.02.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"14.02.2026 17:53:33";"14.02.2026";"*5315";"OK";"-920,00";"RUB";"-920,00";"RUB";"";"Фастфуд";"5814";"Додо Пицца";"9,00";"0,00";"-920,00"
"13.02.2026 18:51:22";"13.02.2026";"*5315";"OK";"-190,00";"RUB";"-190,00";"RUB";"";"Цветы";"5992";"Buket Stolicy";"1,00";"0,00";"-190,00"
"13.02.2026 18:44:17";"13.02.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"13.02.2026 17:49:12";"14.02.2026";"*5315";"OK";"-500,00";"RUB";"-500,00";"RUB";"";"Подарки и творчество";"5947";"Polka Chudes Gum";"5,00";"0,00";"-500,00"
"13.02.2026 15:36:51";"14.02.2026";"*5315";"OK";"-260,00";"RUB";"-260,00";"RUB";"";"Фастфуд";"5814";"1804 University & Coffee";"2,00";"0,00";"-260,00"
"13.02.2026 11:47:48";"13.02.2026";"*5315";"OK";"-399,00";"RUB";"-399,00";"RUB";"";"Фастфуд";"5814";"Додо Пицца";"3,00";"0,00";"-399,00"
"13.02.2026 09:31:14";"13.02.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"12.02.2026 18:04:17";"12.02.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"12.02.2026 15:21:04";"12.02.2026";"*5315";"OK";"-399,00";"RUB";"-399,00";"RUB";"";"Фастфуд";"5814";"Додо Пицца";"3,00";"0,00";"-399,00"
"12.02.2026 11:29:09";"12.02.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"12.02.2026 10:11:41";"12.02.2026";"*5315";"OK";"-181,00";"RUB";"-181,00";"RUB";"";"Такси";"3990";"Яндекс Такси";"1,00";"0,00";"-181,00"
"12.02.2026 10:04:11";"12.02.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"11.02.2026 23:33:10";"12.02.2026";"*5315";"OK";"-20,00";"RUB";"-20,00";"RUB";"";"Супермаркеты";"5499";"Водомат";"0,00";"0,00";"-20,00"
"11.02.2026 14:35:22";"11.02.2026";"*5315";"OK";"-299,00";"RUB";"-299,00";"RUB";"";"Аптеки";"5912";"Бережная аптека";"2,00";"0,00";"-299,00"
"11.02.2026 13:50:15";"11.02.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"11.02.2026 13:45:23";"11.02.2026";"*5315";"OK";"-355,97";"RUB";"-355,97";"RUB";"";"Супермаркеты";"5411";"Магнит";"3,00";"0,00";"-355,97"
"11.02.2026 10:19:19";"11.02.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"10.02.2026 19:14:22";"10.02.2026";"*5315";"OK";"-304,00";"RUB";"-304,00";"RUB";"";"Такси";"3990";"Яндекс Такси";"3,00";"0,00";"-304,00"
"10.02.2026 18:48:32";"10.02.2026";"*5315";"OK";"-1700,00";"RUB";"-1700,00";"RUB";"";"Переводы";"";"Алина Х.";"0,00";"0,00";"-1700,00"
"10.02.2026 17:43:59";"10.02.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4111";"МУП Метроэлектротранс";"0,00";"0,00";"-46,00"
"10.02.2026 17:35:36";"10.02.2026";"*5315";"OK";"-99,99";"RUB";"-99,99";"RUB";"";"Супермаркеты";"5411";"Магнит";"0,00";"0,00";"-99,99"
"10.02.2026 11:48:01";"10.02.2026";"*5315";"OK";"-371,96";"RUB";"-371,96";"RUB";"";"Супермаркеты";"5411";"Магнит";"3,00";"0,00";"-371,96"
"10.02.2026 08:55:20";"10.02.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"09.02.2026 21:12:05";"09.02.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"09.02.2026 15:26:19";"09.02.2026";"*5315";"OK";"-100,00";"RUB";"-100,00";"RUB";"";"Цифровые товары";"5816";"ONLIPAY";"0,00";"0,00";"-100,00"
"09.02.2026 15:15:58";"09.02.2026";"*5315";"OK";"-427,00";"RUB";"-427,00";"RUB";"";"Фастфуд";"5814";"Вкусно — и точка";"4,00";"0,00";"-427,00"
"09.02.2026 11:49:43";"09.02.2026";"*5315";"OK";"-489,96";"RUB";"-489,96";"RUB";"";"Супермаркеты";"5411";"Магнит";"4,00";"0,00";"-489,96"
"09.02.2026 11:27:14";"09.02.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"09.02.2026 10:44:16";"09.02.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"09.02.2026 10:37:17";"09.02.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"09.02.2026 10:10:11";"09.02.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"06.02.2026 19:02:45";"06.02.2026";"*5315";"OK";"-388,00";"RUB";"-388,00";"RUB";"";"Такси";"3990";"Яндекс Такси";"3,00";"0,00";"-388,00"
"06.02.2026 18:19:12";"06.02.2026";"*5315";"OK";"-7100,00";"RUB";"-7100,00";"RUB";"";"Переводы";"";"Алина Х.";"0,00";"0,00";"-7100,00"
"06.02.2026 17:14:10";"06.02.2026";"*5315";"OK";"-569,00";"RUB";"-569,00";"RUB";"";"Такси";"3990";"Яндекс Такси";"5,00";"0,00";"-569,00"
"05.02.2026 16:51:32";"05.02.2026";"*5315";"OK";"-1023,00";"RUB";"-1023,00";"RUB";"";"Фастфуд";"3990";"Яндекс Еда";"10,00";"0,00";"-1023,00"
"04.02.2026 18:28:47";"04.02.2026";"*5315";"OK";"-580,00";"RUB";"-580,00";"RUB";"";"Переводы";"";"Галина К.";"0,00";"0,00";"-580,00"
"02.02.2026 23:07:20";"03.02.2026";"*5315";"OK";"-20,00";"RUB";"-20,00";"RUB";"";"Супермаркеты";"5499";"Водомат";"0,00";"0,00";"-20,00"
"02.02.2026 23:06:16";"03.02.2026";"*5315";"OK";"-20,00";"RUB";"-20,00";"RUB";"";"Супермаркеты";"5499";"Водомат";"0,00";"0,00";"-20,00"
"02.02.2026 17:38:29";"02.02.2026";"*5315";"OK";"-249,99";"RUB";"-249,99";"RUB";"";"Супермаркеты";"5411";"Магнит";"2,00";"0,00";"-249,99"
"01.02.2026 20:43:16";"01.02.2026";"*5315";"OK";"-1206,00";"RUB";"-1206,00";"RUB";"";"Фастфуд";"5814";"Додо Пицца";"12,00";"0,00";"-1206,00"
"31.01.2026 19:54:17";"31.01.2026";"*5315";"OK";"-20,00";"RUB";"-20,00";"RUB";"";"Супермаркеты";"5499";"Водомат";"0,00";"0,00";"-20,00"
"31.01.2026 19:53:21";"31.01.2026";"*5315";"OK";"-20,00";"RUB";"-20,00";"RUB";"";"Супермаркеты";"5499";"Водомат";"0,00";"0,00";"-20,00"
"31.01.2026 10:16:21";"31.01.2026";"*5315";"OK";"-1025,00";"RUB";"-1025,00";"RUB";"";"Фастфуд";"5814";"Столовая";"10,00";"0,00";"-1025,00"
"30.01.2026 16:42:51";"30.01.2026";"*5315";"OK";"-1370,00";"RUB";"-1370,00";"RUB";"";"Рестораны";"5812";"Гриль-бар Alaska";"137,00";"0,00";"-1370,00"
"30.01.2026 16:37:30";"30.01.2026";"*5315";"OK";"-540,00";"RUB";"-540,00";"RUB";"";"Рестораны";"5812";"Гриль-бар Alaska";"54,00";"0,00";"-540,00"
"30.01.2026 14:42:32";"31.01.2026";"*5315";"OK";"-200,00";"RUB";"-200,00";"RUB";"";"Рестораны";"5812";"Роза Хутор";"20,00";"0,00";"-200,00"
"28.01.2026 18:12:41";"28.01.2026";"*5315";"OK";"-380,00";"RUB";"-380,00";"RUB";"";"Фастфуд";"5814";"Вкусно — и точка";"38,00";"0,00";"-380,00"
"27.01.2026 18:10:09";"27.01.2026";"*5315";"OK";"-416,00";"RUB";"-416,00";"RUB";"";"Такси";"3990";"Яндекс Такси";"8,00";"0,00";"-416,00"
"26.01.2026 02:45:32";"26.01.2026";"*5315";"OK";"-824,00";"RUB";"-824,00";"RUB";"";"Сервис";"4816";"Робокасса";"0,00";"0,00";"-824,00"
"24.01.2026 20:11:32";"24.01.2026";"*5315";"OK";"-391,00";"RUB";"-391,00";"RUB";"";"Такси";"3990";"Яндекс Такси";"7,00";"0,00";"-391,00"
"24.01.2026 18:03:50";"24.01.2026";"*5315";"OK";"-876,00";"RUB";"-876,00";"RUB";"";"Фастфуд";"5814";"Rostic's";"17,00";"0,00";"-876,00"
"24.01.2026 14:11:18";"24.01.2026";"*5315";"OK";"-89,99";"RUB";"-89,99";"RUB";"";"Супермаркеты";"5411";"Лента";"0,00";"0,00";"-89,99"
"24.01.2026 13:55:24";"24.01.2026";"*5315";"OK";"-457,00";"RUB";"-457,00";"RUB";"";"Такси";"3990";"Яндекс Такси";"9,00";"0,00";"-457,00"
"24.01.2026 12:14:05";"24.01.2026";"*5315";"OK";"-800,00";"RUB";"-800,00";"RUB";"";"Мобильная связь";"";"МТС +7 917 923-99-01";"0,00";"0,00";"-800,00"
"23.01.2026 21:06:43";"23.01.2026";"*5315";"OK";"-800,00";"RUB";"-800,00";"RUB";"";"Переводы";"";"Анастасия А.";"0,00";"0,00";"-800,00"
"23.01.2026 17:25:59";"23.01.2026";"*5315";"OK";"-852,00";"RUB";"-852,00";"RUB";"";"Фастфуд";"5814";"Франклинc Бургер";"8,00";"0,00";"-852,00"
"23.01.2026 15:35:58";"23.01.2026";"*5315";"OK";"-321,00";"RUB";"-321,00";"RUB";"";"Такси";"3990";"Яндекс Такси";"6,00";"0,00";"-321,00"
"23.01.2026 10:39:53";"24.01.2026";"*5315";"OK";"-399,00";"RUB";"-399,00";"RUB";"";"Сервис";"5968";"Газпром Бонус";"3,00";"0,00";"-399,00"
"22.01.2026 18:10:54";"22.01.2026";"*5315";"OK";"-269,00";"RUB";"-269,00";"RUB";"";"Фастфуд";"5814";"Додо Пицца";"2,00";"0,00";"-269,00"
"22.01.2026 18:07:23";"22.01.2026";"*5315";"OK";"-754,95";"RUB";"-754,95";"RUB";"";"Супермаркеты";"5411";"Магнит";"7,00";"0,00";"-754,95"
"22.01.2026 17:36:21";"22.01.2026";"*5315";"OK";"-379,00";"RUB";"-379,00";"RUB";"";"Фастфуд";"5814";"Додо Пицца";"3,00";"0,00";"-379,00"
"22.01.2026 17:30:11";"22.01.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"22.01.2026 16:58:08";"23.01.2026";"*5315";"OK";"-230,00";"RUB";"-230,00";"RUB";"";"Фастфуд";"5814";"1804 University & Coffee";"2,00";"0,00";"-230,00"
"22.01.2026 11:45:17";"22.01.2026";"*5315";"OK";"-279,00";"RUB";"-279,00";"RUB";"";"Такси";"3990";"Яндекс Такси";"5,00";"0,00";"-279,00"
"21.01.2026 18:11:49";"21.01.2026";"*5315";"OK";"-4000,00";"RUB";"-4000,00";"RUB";"";"Переводы";"";"Арина К.";"0,00";"0,00";"-4000,00"
"20.01.2026 20:08:27";"20.01.2026";"*5315";"OK";"-3000,00";"RUB";"-3000,00";"RUB";"";"Переводы";"";"Арина К.";"0,00";"0,00";"-3000,00"
"20.01.2026 19:42:36";"20.01.2026";"*5315";"OK";"-599,00";"RUB";"-599,00";"RUB";"";"Цифровые товары";"5816";"GGsel.net";"0,00";"0,00";"-599,00"
"18.01.2026 23:41:02";"19.01.2026";"*5315";"OK";"-3000,00";"RUB";"-3000,00";"RUB";"";"Переводы";"";"Арина К.";"0,00";"0,00";"-3000,00"
"18.01.2026 23:23:27";"19.01.2026";"*5315";"OK";"-20,00";"RUB";"-20,00";"RUB";"";"Супермаркеты";"5499";"Водомат";"0,00";"0,00";"-20,00"
"18.01.2026 23:22:22";"19.01.2026";"*5315";"OK";"-20,00";"RUB";"-20,00";"RUB";"";"Супермаркеты";"5499";"Водомат";"0,00";"0,00";"-20,00"
"18.01.2026 22:49:52";"19.01.2026";"*5315";"OK";"-1029,00";"RUB";"-1029,00";"RUB";"";"Фастфуд";"5814";"Rostic's";"20,00";"0,00";"-1029,00"
"17.01.2026 21:27:22";"17.01.2026";"*5315";"OK";"-3000,00";"RUB";"-3000,00";"RUB";"";"Переводы";"";"Арина К.";"0,00";"0,00";"-3000,00"
"16.01.2026 20:03:12";"16.01.2026";"*5315";"OK";"-824,00";"RUB";"-824,00";"RUB";"";"Фастфуд";"5814";"Додо Пицца";"8,00";"0,00";"-824,00"
"16.01.2026 20:00:33";"16.01.2026";"*5315";"OK";"-928,00";"RUB";"-928,00";"RUB";"";"Фастфуд";"5814";"Додо Пицца";"9,00";"0,00";"-928,00"
"16.01.2026 14:40:42";"16.01.2026";"*5315";"OK";"-255,00";"RUB";"-255,00";"RUB";"";"Цифровые товары";"5818";"Oto*Tribute";"2,00";"0,00";"-255,00"
"16.01.2026 13:36:18";"16.01.2026";"*5315";"OK";"-424,96";"RUB";"-424,96";"RUB";"";"Супермаркеты";"5411";"Пятёрочка";"4,00";"0,00";"-424,96"
"16.01.2026 12:53:09";"16.01.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"16.01.2026 11:59:31";"16.01.2026";"*5315";"OK";"-300,00";"RUB";"-300,00";"RUB";"";"Цифровые товары";"5816";"ONLIPAY";"0,00";"0,00";"-300,00"
"15.01.2026 17:24:27";"15.01.2026";"*5315";"OK";"-654,95";"RUB";"-654,95";"RUB";"";"Супермаркеты";"5411";"Пятёрочка";"6,00";"0,00";"-654,95"
"15.01.2026 16:41:11";"15.01.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"13.01.2026 18:18:50";"13.01.2026";"*5315";"OK";"-379,00";"RUB";"-379,00";"RUB";"";"Фастфуд";"5814";"Додо Пицца";"3,00";"0,00";"-379,00"
"13.01.2026 18:13:16";"13.01.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"13.01.2026 16:54:08";"13.01.2026";"*5315";"OK";"-80,00";"RUB";"-80,00";"RUB";"";"Фастфуд";"5814";"1804 University & Coffee";"1,00";"0,00";"-80,00"
"13.01.2026 16:53:34";"13.01.2026";"*5315";"OK";"-230,00";"RUB";"-230,00";"RUB";"";"Фастфуд";"5814";"1804 University & Coffee";"4,00";"0,00";"-230,00"
"11.01.2026 17:57:46";"11.01.2026";"*5315";"OK";"-300,00";"RUB";"-300,00";"RUB";"";"Цифровые товары";"5816";"VPN";"0,00";"0,00";"-300,00"
"11.01.2026 16:03:52";"11.01.2026";"*5315";"OK";"-3000,00";"RUB";"-3000,00";"RUB";"";"Переводы";"";"Арина К.";"0,00";"0,00";"-3000,00"
"10.01.2026 14:46:54";"10.01.2026";"*5315";"OK";"-3000,00";"RUB";"-3000,00";"RUB";"";"Переводы";"";"Арина К.";"0,00";"0,00";"-3000,00"
"08.01.2026 21:46:04";"09.01.2026";"*5315";"OK";"-701,00";"RUB";"-701,00";"RUB";"";"Такси";"3990";"Яндекс Такси";"14,00";"0,00";"-701,00"
"08.01.2026 19:05:48";"08.01.2026";"*5315";"OK";"-3116,00";"RUB";"-3116,00";"RUB";"";"Фастфуд";"5814";"Додо Пицца";"31,00";"0,00";"-3116,00"
"08.01.2026 18:26:55";"08.01.2026";"*5315";"OK";"-239,00";"RUB";"-239,00";"RUB";"";"Такси";"3990";"Яндекс Такси";"4,00";"0,00";"-239,00"
"08.01.2026 15:45:12";"08.01.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"07.01.2026 22:56:32";"08.01.2026";"*5315";"OK";"-260,00";"RUB";"-260,00";"RUB";"";"Переводы";"";"Никита Б.";"0,00";"0,00";"-260,00"
"07.01.2026 20:50:04";"07.01.2026";"*5315";"OK";"-46,00";"RUB";"-46,00";"RUB";"";"Местный транспорт";"4131";"Транспортная карта";"0,00";"0,00";"-46,00"
"07.01.2026 20:02:07";"07.01.2026";"*5315";"OK";"-2000,00";"RUB";"-2000,00";"RUB";"";"Переводы";"";"Арина К.";"0,00";"0,00";"-2000,00"
"07.01.2026 15:10:35";"07.01.2026";"*5315";"OK";"-1637,00";"RUB";"-1637,00";"RUB";"";"Фастфуд";"5814";"Додо Пицца";"16,00";"0,00";"-1637,00"
"06.01.2026 21:36:43";"06.01.2026";"*5315";"OK";"-371,97";"RUB";"-371,97";"RUB";"";"Супермаркеты";"5411";"Пятёрочка";"3,00";"0,00";"-371,97"
"06.01.2026 21:30:46";"06.01.2026";"*5315";"OK";"-250,00";"RUB";"-250,00";"RUB";"";"Супермаркеты";"5921";"Vobla Beer";"2,00";"0,00";"-250,00"
"06.01.2026 21:25:15";"06.01.2026";"*5315";"OK";"-972,94";"RUB";"-972,94";"RUB";"";"Супермаркеты";"5411";"Магнит";"9,00";"0,00";"-972,94"
"03.01.2026 14:08:42";"03.01.2026";"*5315";"OK";"-662,96";"RUB";"-662,96";"RUB";"";"Супермаркеты";"5411";"Магнит";"6,00";"0,00";"-662,96"
"01.01.2026 15:25:13";"01.01.2026";"*5315";"OK";"-12000,00";"RUB";"-12000,00";"RUB";"";"Переводы";"";"Карим С.";"0,00";"0,00";"-12000,00"
